scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:84867614418,6284338,3D pose estimation for bin-picking task using convex hull,2-s2.0-84867614418,1,Xu J.,Conference Proceeding,2012-10-23,2012,10.1109/ICMA.2012.6284338,,,,1381-1385,"2012 IEEE International Conference on Mechatronics and Automation, ICMA 2012",http://api.elsevier.com/content/abstract/scopus_id/84867614418,,cp,Conference Paper
SCOPUS_ID:84867036776,6272837,3D object surface meshing based on occupancy grids,2-s2.0-84867036776,0,Xu J.,Conference Proceeding,2012-10-09,2012,10.1109/CSAE.2012.6272837,,,,572-576,"CSAE 2012 - Proceedings, 2012 IEEE International Conference on Computer Science and Automation Engineering",http://api.elsevier.com/content/abstract/scopus_id/84867036776,2,cp,Conference Paper
SCOPUS_ID:85033666799,,On the trees with same signed edge and signed star domination?numbers,2-s2.0-85033666799,0,Li Z.,Journal,2017-11-10,10 November 2017,10.1080/00207160.2017.1396453,10290265,00207160,,1-8,International Journal of Computer Mathematics,http://api.elsevier.com/content/abstract/scopus_id/85033666799,,ip,Article in Press
SCOPUS_ID:85016733254,7866120,Constructions of uniquely 3-colorable graphs,2-s2.0-85016733254,0,Li Z.,Conference Proceeding,2017-02-27,27 February 2017,10.1109/DSC.2016.40,,,,143-148,"Proceedings - 2016 IEEE 1st International Conference on Data Science in Cyberspace, DSC 2016",http://api.elsevier.com/content/abstract/scopus_id/85016733254,,cp,Conference Paper
SCOPUS_ID:85016780816,7866131,On adjacent vertex-distinguishing total chromatic number of generalized petersen graphs,2-s2.0-85016780816,0,Zhu E.,Conference Proceeding,2017-02-27,27 February 2017,10.1109/DSC.2016.112,,,,230-234,"Proceedings - 2016 IEEE 1st International Conference on Data Science in Cyberspace, DSC 2016",http://api.elsevier.com/content/abstract/scopus_id/85016780816,,cp,Conference Paper
SCOPUS_ID:85019721811,041601,Alternative method to fabricate microdevices on a freestanding Si<inf>3</inf>N<inf>4</inf>window,2-s2.0-85019721811,0,Wang Z.,Journal,2017-07-01,1 July 2017,10.1116/1.4984103,21662754,21662746,4,,Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,http://api.elsevier.com/content/abstract/scopus_id/85019721811,35,ar,Article
SCOPUS_ID:84979901370,351,Performance of Nano-Submicron-Stripe Pd Thin-Film Temperature Sensors,2-s2.0-84979901370,3,Huo X.,Journal,2016-12-01,1 December 2016,10.1186/s11671-016-1565-8,1556276X,19317573,1,,Nanoscale Research Letters,http://api.elsevier.com/content/abstract/scopus_id/84979901370,11,ar,Article
SCOPUS_ID:84973300710,,Trapping and Driving Individual Charged Micro-particles in Fluid with an Electrostatic Device,2-s2.0-84973300710,2,Xu J.,Journal,2016-07-01,1 July 2016,10.1007/s40820-016-0087-3,21505551,,3,270-281,Nano-Micro Letters,http://api.elsevier.com/content/abstract/scopus_id/84973300710,8,ar,Article
SCOPUS_ID:58849132864,D22303,Heterogeneous reactions of methacrolein and methyl vinyl ketone: Kinetics and mechanisms of uptake and ozonolysis on silicon dioxide,2-s2.0-58849132864,17,Chen Z.,Journal,2008-11-27,27 November 2008,10.1029/2007JD009754,,01480227,22,,Journal of Geophysical Research Atmospheres,http://api.elsevier.com/content/abstract/scopus_id/58849132864,113,ar,Article
SCOPUS_ID:33847277837,,Reaction mechanisms of the UV-photolysis of methyl hydroperoxide,2-s2.0-33847277837,3,Wang C.,Journal,2006-12-01,December 2006,,,10000593,12,2222-2225,Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis,http://api.elsevier.com/content/abstract/scopus_id/33847277837,26,ar,Article
SCOPUS_ID:33846645133,,Determination of peroxides in environmental samples by high performance liquid chromatography with fluorescence detection,2-s2.0-33846645133,10,Xu J.,Journal,2005-07-30,30 July 2005,,,10008713,4,366-369,Chinese Journal of Chromatography (Se Pu),http://api.elsevier.com/content/abstract/scopus_id/33846645133,23,ar,Article
SCOPUS_ID:85030654757,,"Short-term effects of various ozone metrics on cardiopulmonary function in chronic obstructive pulmonary disease patients: Results from a panel study in Beijing, China",2-s2.0-85030654757,0,Li H.,Journal,2017-01-01,2017,10.1016/j.envpol.2017.09.030,18736424,02697491,,,Environmental Pollution,http://api.elsevier.com/content/abstract/scopus_id/85030654757,,ip,Article in Press
SCOPUS_ID:84939210985,65,Characterization of genome-wide H3K27ac profiles reveals a distinct PM&lt;inf&gt;2.5&lt;/inf&gt;-associated histone modification signature,2-s2.0-84939210985,10,Liu C.,Journal,2015-08-15,15 August 2015,10.1186/s12940-015-0052-5,1476069X,,1,,Environmental Health: A Global Access Science Source,http://api.elsevier.com/content/abstract/scopus_id/84939210985,14,ar,Article
SCOPUS_ID:84936744048,,Effects of silver ion of silver nanoparticles on gap junctional intercellular communication of human skin cells,2-s2.0-84936744048,0,Qin Y.,Journal,2013-06-18,18 June 2013,,,1671167X,3,412-416,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/84936744048,45,ar,Article
SCOPUS_ID:84906228642,,"Geochronology and geochemistry of the tinggong porphyry copper ore deposit, tibet",2-s2.0-84906228642,2,Chen R.,Journal,2014-01-01,June 2014,10.1111/1755-6724.12238,17556724,00015717,3,780-800,Acta Geologica Sinica,http://api.elsevier.com/content/abstract/scopus_id/84906228642,88,ar,Article
SCOPUS_ID:84862811333,,"Geochronology and geochemistry of the Bangpu Mo-Cu porphyry ore deposit, Tibet",2-s2.0-84862811333,15,Wang Z.,Journal,2012-08-01,August 2012,10.1016/j.oregeorev.2012.02.004,,01691368,,95-105,Ore Geology Reviews,http://api.elsevier.com/content/abstract/scopus_id/84862811333,46,ar,Article
SCOPUS_ID:85028147545,,Self-control strength in prison inmates with antisocial personality disorder,2-s2.0-85028147545,0,Yang Y.,Journal,2014-09-03,3 September 2014,10.1080/14789949.2014.933859,14789957,14789949,5,613-622,Journal of Forensic Psychiatry and Psychology,http://api.elsevier.com/content/abstract/scopus_id/85028147545,25,ar,Article
SCOPUS_ID:84861880921,,Child maltreatment in an incarcerated sample in China: Prediction for crime types in adulthood,2-s2.0-84861880921,8,Wang Y.,Journal,2012-08-01,August 2012,10.1016/j.childyouth.2012.04.015,,01907409,8,1553-1559,Children and Youth Services Review,http://api.elsevier.com/content/abstract/scopus_id/84861880921,34,ar,Article
SCOPUS_ID:17844369939,,"Behavioural, cognitive and emotional responses to SARS: Differences between college students in Beijing and Suzhou",2-s2.0-17844369939,0,Qian M.,Journal,2005-04-01,April 2005,10.1002/smi.1043,,15323005,2,87-98,Stress and Health,http://api.elsevier.com/content/abstract/scopus_id/17844369939,21,ar,Article
SCOPUS_ID:85024922647,136,Prevalence and risk factors of intracranial and extracranial artery stenosis in asymptomatic rural residents of 13 villages in China,2-s2.0-85024922647,0,Jin H.,Journal,2017-07-18,18 July 2017,10.1186/s12883-017-0924-0,14712377,,1,,BMC Neurology,http://api.elsevier.com/content/abstract/scopus_id/85024922647,17,ar,Article
SCOPUS_ID:85017472563,,Detecting right-to-left shunt with contrasted transcranial Doppler sonography in patients with pulmonary arteriovenous malformations,2-s2.0-85017472563,0,Sun W.,Journal,2017-03-08,8 March 2017,10.3760/cma.j.issn.1006-7876.2017.03.008,,10067876,3,195-200,Chinese Journal of Neurology,http://api.elsevier.com/content/abstract/scopus_id/85017472563,50,ar,Article
SCOPUS_ID:84921023421,,Association between cerebrovascular disease and chronic kidney disease in Chinese cerebral infarction patients,2-s2.0-84921023421,0,Luo J.,Journal,2014-01-01,8 November 2014,10.3760/cma.j.issn.1006-7876.2014.11.003,,10067876,11,752-757,Chinese Journal of Neurology,http://api.elsevier.com/content/abstract/scopus_id/84921023421,47,ar,Article
SCOPUS_ID:0041908498,,Effect of microenvironment created by surfactant on SOD-like activity of SOD and Cu(II)-salicylate complex,2-s2.0-0041908498,1,Gao Y.,Journal,2001-12-01,2001,,,05677351,8,1176-1183,Acta Chimica Sinica,http://api.elsevier.com/content/abstract/scopus_id/0041908498,59,ar,Article
SCOPUS_ID:0034829930,,Effect of surfactant microenvironment on SOD-like activity of Cu(II)-salicylate complex,2-s2.0-0034829930,2,Gao Y.,Journal,2001-01-01,2001,10.1081/DIS-100105206,,01932691,2-3,197-202,Journal of Dispersion Science and Technology,http://api.elsevier.com/content/abstract/scopus_id/0034829930,22,ar,Article
SCOPUS_ID:0346511657,,The Effect of Lamellar Liquid Crystals System on SOD-like Activity of Copper-Salicylate Complex,2-s2.0-0346511657,1,Xu K.,Journal,1999-10-10,10 October 1999,,,02510790,10,1522,Kao Teng Hsueh Hsiao Hua Heush Hsueh Pao/ Chemical Journal of Chinese Universities,http://api.elsevier.com/content/abstract/scopus_id/0346511657,20,ar,Article
SCOPUS_ID:85012248456,,"Characteristics of the volcanic basement reservoirs and its hydrocarbonaccumulation mode in Sudeert structural belt, Hailar Basin, China",2-s2.0-85012248456,0,Cui X.,Journal,2016-08-10,10 August 2016,10.11764/j.issn.1672-1926.2016.08.1466,,16721926,8,1466-1476,Natural Gas Geoscience,http://api.elsevier.com/content/abstract/scopus_id/85012248456,27,ar,Article
SCOPUS_ID:84973454238,,Geologic genesis and significance research of global saline giants,2-s2.0-84973454238,0,Li J.,Journal,2016-04-01,1 April 2016,10.12017/dzkx.2016.020,,05635020,2,619-632,Scientia Geologica Sinica,http://api.elsevier.com/content/abstract/scopus_id/84973454238,51,ar,Article
SCOPUS_ID:84959511215,,The absolute paleoposition of the North China Block during the Middle Ordovician,2-s2.0-84959511215,3,Wang H.,Journal,2016-03-01,1 March 2016,10.1007/s11430-015-5210-7,,16747313,3,573-582,Science China Earth Sciences,http://api.elsevier.com/content/abstract/scopus_id/84959511215,59,ar,Article
SCOPUS_ID:85020022674,135,The analysis of two BDNF polymorphisms G196A/C270T in chinese sporadic amyotrophic lateral sclerosis,2-s2.0-85020022674,0,Xu L.,Journal,2017-05-10,10 May 2017,10.3389/fnagi.2017.00135,16634365,,MAY,,Frontiers in Aging Neuroscience,http://api.elsevier.com/content/abstract/scopus_id/85020022674,9,ar,Article
SCOPUS_ID:84955724144,,TUBA4A may not be a significant genetic factor in Chinese ALS patients,2-s2.0-84955724144,0,Li J.,Journal,2016-02-17,17 February 2016,10.3109/21678421.2015.1074705,21679223,21678421,1-2,148-150,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,http://api.elsevier.com/content/abstract/scopus_id/84955724144,17,ar,Article
SCOPUS_ID:85017072984,,MATR3 mutation analysis in a Chinese cohort with sporadic amyotrophic lateral sclerosis,2-s2.0-85017072984,3,Xu L.,Journal,2015-09-20,"September 20, 2015",10.1016/j.neurobiolaging.2015.11.023,15581497,01974580,,218.e3-218.e4,Neurobiology of Aging,http://api.elsevier.com/content/abstract/scopus_id/85017072984,38,ar,Article
SCOPUS_ID:84903180826,,Multifunctional Fe<inf>5</inf>C<inf>2</inf>nanoparticles: A targeted theranostic platform for magnetic resonance imaging and photoacoustic tomography-guided photothermal therapy,2-s2.0-84903180826,89,Yu J.,Journal,2014-06-25,25 June 2014,10.1002/adma.201305811,15214095,09359648,24,4114-4120,Advanced Materials,http://api.elsevier.com/content/abstract/scopus_id/84903180826,26,ar,Article
SCOPUS_ID:84887435911,,Developing Fe<inf>3</inf>O<inf>4</inf> nanoparticles into an efficient multimodality imaging and therapeutic probe,2-s2.0-84887435911,19,Hao R.,Journal,2013-12-07,7 December 2013,10.1039/c3nr04157c,20403372,20403364,23,11954-11963,Nanoscale,http://api.elsevier.com/content/abstract/scopus_id/84887435911,5,ar,Article
SCOPUS_ID:84867844994,,Hollow manganese phosphate nanoparticles as smart multifunctional probes for cancer cell targeted magnetic resonance imaging and drug delivery,2-s2.0-84867844994,32,Yu J.,Journal,2012-10-01,October 2012,10.1007/s12274-012-0252-z,19980000,19980124,10,679-694,Nano Research,http://api.elsevier.com/content/abstract/scopus_id/84867844994,5,ar,Article
SCOPUS_ID:84884658431,,Fev regulates hematopoietic stem cell development via ERK signaling,2-s2.0-84884658431,19,Wang L.,Journal,2013-07-18,18 July 2013,10.1182/blood-2012-10-462655,15280020,00064971,3,367-375,Blood,http://api.elsevier.com/content/abstract/scopus_id/84884658431,122,ar,Article
SCOPUS_ID:84875416035,,Genomic deletion induced by Tol2 transposon excision in zebrafish,2-s2.0-84875416035,7,Huang P.,Journal,2013-01-01,January 2013,10.1093/nar/gks1035,13624962,03051048,2,,Nucleic Acids Research,http://api.elsevier.com/content/abstract/scopus_id/84875416035,41,ar,Article
SCOPUS_ID:80051854389,e23386,Wdr18 is required for Kupffer's vesicle formation and regulation of body asymmetry in zebrafish,2-s2.0-80051854389,5,Gao W.,Journal,2011-08-24,2011,10.1371/journal.pone.0023386,19326203,,8,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/80051854389,6,ar,Article
SCOPUS_ID:85019174152,,Validation of the Nox-T3 portable monitor for diagnosis of obstructive sleep apnea in Chinese adults,2-s2.0-85019174152,0,Xu L.,Journal,2017-01-01,2017,10.5664/jcsm.6582,15509397,15509389,5,675-683,Journal of Clinical Sleep Medicine,http://api.elsevier.com/content/abstract/scopus_id/85019174152,13,ar,Article
SCOPUS_ID:84961186507,,Anatomical characteristics of catathrenia (nocturnal groaning) in upper airway and orofacial structures,2-s2.0-84961186507,2,Hao Z.,Journal,2016-03-01,1 March 2016,10.1007/s11325-015-1191-1,15221709,15209512,1,103-111,Sleep and Breathing,http://api.elsevier.com/content/abstract/scopus_id/84961186507,20,ar,Article
SCOPUS_ID:85019567254,,Brain structural alterations in obese children with and without Prader-Willi Syndrome,2-s2.0-85019567254,0,Xu M.,Journal,2017-08-01,August 2017,10.1002/hbm.23660,10970193,10659471,8,4228-4238,Human Brain Mapping,http://api.elsevier.com/content/abstract/scopus_id/85019567254,38,ar,Article
SCOPUS_ID:84997343341,37617,Structural and functional connectivity of default mode network underlying the cognitive impairment in late-onset depression,2-s2.0-84997343341,0,Yin Y.,Journal,2016-11-25,25 November 2016,10.1038/srep37617,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84997343341,6,ar,Article
SCOPUS_ID:84975263037,,Recovery of brain structural abnormalities in morbidly obese patients after bariatric surgery,2-s2.0-84975263037,4,Zhang Y.,Journal,2016-10-01,1 October 2016,10.1038/ijo.2016.98,14765497,03070565,10,1558-1565,International Journal of Obesity,http://api.elsevier.com/content/abstract/scopus_id/84975263037,40,ar,Article
SCOPUS_ID:84973546879,27477,Impaired interhemispheric synchrony in Parkinson's disease with depression,2-s2.0-84973546879,2,Zhu Y.,Journal,2016-06-06,6 June 2016,10.1038/srep27477,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84973546879,6,ar,Article
SCOPUS_ID:84975037734,28014,Experimental Models in Syrian Golden Hamster Replicate Human Acute Pancreatitis,2-s2.0-84975037734,1,Wang Y.,Journal,2016-06-15,15 June 2016,10.1038/srep28014,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84975037734,6,ar,Article
SCOPUS_ID:84939509836,,FTY720 Attenuates Acute Pancreatitis in Hypertriglyceridemic Apolipoprotein CIII Transgenic Mice,2-s2.0-84939509836,5,Liu J.,Journal,2015-01-01,18 September 2015,10.1097/SHK.0000000000000400,15400514,10732322,3,280-286,Shock,http://api.elsevier.com/content/abstract/scopus_id/84939509836,44,ar,Article
SCOPUS_ID:0035850791,,The crystal structure of bar-headed goose hemoglobin in deoxy form: The allosteric mechanism of a hemoglobin species with high oxygen affinity,2-s2.0-0035850791,42,Liang Y.,Journal,2001-10-12,12 October 2001,10.1006/jmbi.2001.5028,,00222836,1,123-137,Journal of Molecular Biology,http://api.elsevier.com/content/abstract/scopus_id/0035850791,313,ar,Article
SCOPUS_ID:0034895608,,Comparison of structures between crystals of bar-headed goose hemoglobin grown in space and earth,2-s2.0-0034895608,0,Liang Y.,Journal,2001-01-01,2001,,,04798023,4,483-489,Beijing Daxue Xuebao Ziran Kexue Ban/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/0034895608,37,ar,Article
SCOPUS_ID:0030251602,,The second space experiment of protein crystallization with domestic facilities,2-s2.0-0030251602,4,Wang Y.,Journal,1996-10-01,October 1996,,,10069305,5,458-464,"Science in China, Series C: Life Sciences",http://api.elsevier.com/content/abstract/scopus_id/0030251602,39,ar,Article
SCOPUS_ID:85020836192,,Longitudinal association between fasting blood glucose concentrations and first stroke in hypertensive adults in China: Effect of folic acid intervention,2-s2.0-85020836192,0,Xu R.,Journal,2017-03-01,1 March 2017,10.3945/ajcn.116.145656,19383207,00029165,3,564-570,American Journal of Clinical Nutrition,http://api.elsevier.com/content/abstract/scopus_id/85020836192,105,cp,Conference Paper
